Concept_A	Concept_B	Annotator_1	Annotator_2	Annotator_3	Annotator_4	Annotator_5	Annotator_6	Annotator_7	Annotator_8	Annotator_9	Annotator_10	Annotator_11	Annotator_12	Annotator_13
Combinatorics	Data_structure	3						1				3		
HTML	Graphical_user_interface	3						3				2		
Computer_network	Java_(programming_language)	3						3				3		
Programming_language	Logic	3						3				1		
Automatic_programming	Parallel_computing	3						3				3		
Neural_network	Computer_vision	3						3				3		
Programming_language	Lisp_(programming_language)	2						2				1		
Syntax	String_(computer_science)	3						3				1		
Graph_theory	Mathematics	1						1				2		
Algebra	Mathematical_optimization	2						2				2		
Model_of_computation	Computation	1						1				2		
Type_theory	Functional_programming	3						2				2		
Peer-to-peer	Computer_network	1						1				2		
Haskell_(programming_language)	Python_(programming_language)	3						3				3		
Number_theory	Computational_complexity_theory	3						2				2		
Concurrency_control	Distributed_database	2						1				2		
Semidefinite_programming	Combinatorial_optimization	3						3				1		
Haskell_(programming_language)	Object-oriented_programming	3						3				3		
Numerical_analysis	Matrix_(mathematics)	1						1				1		
Object-oriented_programming	Parallel_computing	3						3				3		
Database	Computational_geometry	3						3				3		
Natural_language_processing	Document_classification	2						3				2		
Algorithm	Interpolation	3						3				1		
Quantum_computer	Computer_science	1						1				1		
Data_structure	C_(programming_language)	3						3				3		
Computer_programming	Variable_(computer_science)	2						2				1		
Software_design	Computer_science	1						3				2		
Multi-core_processor	Message_passing	3						2				3		
Markov_chain	Probability_theory	1						1				1		
Transaction_processing	Database_management_system	1						1				2		
Relational_database	Transaction_processing	2						2				1		
Statistics	Graphical_model	2						2				2		
Relational_database	Computational_chemistry	3						3				3		
C_(programming_language)	Computer	1						1				1		
Recursion_(computer_science)	Python_(programming_language)	3						3				2		
Analysis_of_algorithms	Asymptotic_analysis	1						1				1		
Machine_learning	Unsupervised_learning	2						2				1		
Formal_methods	Theory_of_computation	3						3				2		
Finite_set	Markov_chain	3						2				2		
Theory_of_computation	Computational_chemistry	3						3				3		
Time_complexity	Graph_(mathematics)	3						3				1		
Fourier_transform	Signal_processing	2						1				2		
Object-oriented_programming	Control_flow	3						3				3		
Compiler	Data_structure	1						3				3		
Mathematical_proof	Cryptography	3						2				2		
Combinatorics	Game_theory	3						2				2		
Polymorphism_(computer_science)	Exception_handling	3						3				3		
Computer_file	Analysis_of_algorithms	3						3				3		
Computer_network	Encryption	3						3				3		
Lisp_(programming_language)	Programming_language	1						1				2		
Robotics	Number_theory	3						1				3		
Stochastic_process	Randomization	1						1				1		
Scope_(computer_science)	Functional_programming	3						3				2		
Computer_security	Computer	1						1				1		
Parallel_computing	Recursion_(computer_science)	3						3				3		
Pipeline_(computing)	Parallel_computing	3						1				3		
Central_processing_unit	Instruction_pipeline	2						2				2		
Linear_algebra	Mathematics	1						1				1		
Computer_science	Graph_theory	1						2				1		
Operating_system	Computer_software	3						3				1		
Machine_learning	Probability	1						1				1		
Database	Database_transaction	2						2				2		
Transaction_processing	Computational_complexity_theory	3						3				3		
Concurrency_control	Computer_science	1						1				1		
Computational_geometry	Combinatorics	3						3				1		
Dynamic_memory_allocation	String_(computer_science)	3						3				3		
Cognition	Problem_solving	3						3				2		
Functional_programming	Higher-order_function	3						3				1		
Computational_geometry	Parallel_computing	3						3				3		
Formal_methods	Formal_verification	2						1				2		
Literature	Mathematics	3						3				3		
Hierarchy	Object-oriented_programming	3						3				3		
Hash_function	Computational_geometry	3						3				3		
Semantics	Machine_translation	3						3				2		
Functional_programming	Computation	1						3				2		
Analysis_of_algorithms	Probability_theory	3						1				1		
Functional_programming	Modular_programming	3						3				3		
Computer_security	Network_security	2						2				2		
String_(computer_science)	Regular_expression	2						2				2		
Programming_language	Software_engineering	2						2				2		
Computational_geometry	Mathematics	1						1				1		
Automated_planning_and_scheduling	Artificial_intelligence	1						1				1		
Undecidable_problem	Algorithm	1						3				1		
Number_theory	Algorithm_design	3						3				2		
Approximation	Numerical_analysis	1						2				1		
Artificial_intelligence	Compiler	3						3				3		
Kinematics	Robotics	2						2				2		
Continuous_function	Rendering_(computer_graphics)	2						2				2		
Cryptography	Mathematics	1						1				1		
Correlation_and_dependence	Expected_value	1						1				2		
Computational_geometry	Functional_programming	3						3				3		
Programming_language	Exception_handling	3						2				1		
Computer_programming	Compiler	2						2				3		
Differential_equation	Algorithm	3						3				2		
Computational_geometry	Object-oriented_programming	3						3				3		
Relational_database_management_system	Data_warehouse	2						3				2		
Computer_animation	Rendering_(computer_graphics)	1						2				1		
Parallel_computing	Arithmetic_logic_unit	3						3				1		
Dynamic_programming	Computer_science	1						1				2		
Computer_network	Inter-process_communication	3						3				1		
Computer_security	Operating_system	1						1				1		
Scope_(computer_science)	Object-oriented_programming	3						3				2		
CPU_cache	Computer	1						1				2		
Computer	Computer_programming	2						2				1		
Integrated_circuit	Computer_architecture	2						1				2		
Semantics	Mathematics	3						3				1		
Distributed_computing	Introduction_to_Algorithms	1						3				3		
Data_structure	Hash_table	2						2				1		
Document_classification	Computer_science	1						3				1		
Graphics_processing_unit	Ray_tracing_(graphics)	3						3				2		
Algorithm	Profiling_(computer_programming)	2						2				3		
Data_mining	Procedural_programming	3						3				3		
Arithmetic_logic_unit	Combinational_logic	1						1				2		
Software_development	Theory_of_computation	1						3				3		
Mathematics	Complexity	3						2				2		
Graph_theory	Cryptography	3						3				3		
P_versus_NP_problem	Graph_(mathematics)	3						3				3		
Computational_complexity_theory	Game_theory	3						3				3		
Bioinformatics	Functional_programming	3						3				3		
Cognition	Artificial_intelligence	3						2				2		
Speech_recognition	Machine_learning	1						3				1		
Relational_database	Algorithm_design	1						3				3		
Computer_security	Processor_register	3						3				3		
Model_of_computation	Algorithm	1						3				2		
Stochastic_process	Probability	1						1				1		
Computing	Computation	1						3				1		
Concurrency_control	Computer_network	3						3				3		
Decidability_(logic)	Programming_language	3						3				3		
XML	Programming_language	3						1				3		
Statistics	Exponential_family	2						2				1		
Firewall_(computing)	Authentication	3						3				1		
Fourier_analysis	Randomness	3						3				3		
Data_structure	Generic_programming	2						2				2		
Computer_science	Computational_complexity_theory	2						3				1		
Memoization	Artificial_intelligence	3						3				2		
Configuration_management	Software_engineering	3						3				2		
Programming_language	String_(computer_science)	3						2				1		
Concurrent_computing	Modular_programming	3						3				3		
Performance_engineering	Computer_programming	3						3				1		
Computer_graphics	Analysis_of_algorithms	1						3				3		
Array_data_structure	Computer_science	1						2				2		
Recursively_enumerable_set	Recursion	1						1				1		
Automatic_programming	Procedural_programming	3						3				3		
String_(computer_science)	Generic_programming	3						3				2		
Computational_complexity_theory	Computational_geometry	2						3				3		
MapReduce	Database	3						3				3		
Firewall_(computing)	Computer_security	1						1				2		
Database	Data	1						1				1		
Game_theory	Probability_theory	1						1				1		
XML	User_interface	3						3				3		
Database	Numerical_analysis	3						3				3		
Computer_science	Graph_(mathematics)	3						3				1		
Debugging	Compiler	3						3				1		
Statistics	Correlation_and_dependence	2						2				1		
Mathematics	Turing_machine	2						2				2		
Computational_learning_theory	Probability	3						1				1		
Computer	Software_engineering	2						2				2		
Random_graph	Flow_network	3						3				1		
Parallel_computing	Formal_methods	3						3				3		
Computer_security	Malware	2						2				1		
Model_checking	Formal_verification	1						3				2		
Calculus_of_variations	Integral	1						1				1		
Problem_solving	Computer_science	3						3				1		
Distributed_computing	Peer-to-peer	2						2				1		
Instruction_set	Parallel_computing	3						3				2		
Parsing	World_Wide_Web	3						3				3		
Knowledge_representation_and_reasoning	Data_structure	1						3				1		
Programming_language	Software_development	2						2				2		
Algorithm	Foundations_of_mathematics	1						1				1		
Input/output	C++	3						3				2		
Game_theory	Graph_(mathematics)	3						3				3		
Intelligence	Artificial_intelligence	2						2				1		
Regular_language	Finite-state_machine	1						3				1		
Cloud_computing	Computer_network	1						1				1		
Java_(programming_language)	Computer	1						1				3		
Parsing	Numerical_analysis	3						3				3		
Part-of-speech_tagging	Java_(programming_language)	3						3				3		
Formal_language	Combinatorics	3						3				1		
Python_(programming_language)	Variable_(computer_science)	1						3				1		
Computer_programming	Recursion	3						2				1		
Concurrent_computing	Computer_network	3						3				3		
Relational_database	Computational_complexity_theory	1						3				3		
Context-free_grammar	String_(computer_science)	1						3				1		
Decision_theory	Random_variable	1						3				1		
Computer_network	Communications_protocol	1						2				1		
Feature_extraction	Digital_image_processing	2						3				2		
Social_network	Graph_(mathematics)	1						1				1		
Mathematical_optimization	Integer	1						1				3		
Interpolation	Integral	3						2				1		
Number_theory	Computational_chemistry	3						3				3		
Embedded_system	Computer	1						1				1		
Object-oriented_programming	Data_type	1						1				1		
Model_of_computation	Computational_complexity_theory	1						1				2		
Artificial_intelligence	Data_structure	1						3				1		
Natural_language_processing	Computer_science	1						1				2		
Algorithm	Recursion_(computer_science)	3						2				1		
Graphics_processing_unit	Rendering_(computer_graphics)	3						3				2		
Theoretical_computer_science	Computer_science	1						1				2		
Transaction_processing	Relational_model	3						3				3		
Dynamic_programming	Divide_and_conquer_algorithm	3						3				3		
Relational_database	SQL	2						2				1		
Statistics	Numerical_analysis	3						3				2		
Central_processing_unit	Parallel_computing	2						2				2		
Algorithm	Introduction_to_Algorithms	2						2				1		
Computer_vision	Pattern_recognition	3						1				1		
Data_compression	Computer_science	3						1				2		
Fixed_point_(mathematics)	Game_theory	3						3				3		
Semantics	Logic	3						3				1		
Algorithm	Natural_language	3						3				3		
Concurrency_control	NoSQL	3						3				3		
JavaScript	Object-oriented_programming	3						3				2		
Finite-state_machine	Regular_language	2						2				2		
Pushdown_automaton	Turing_machine	1						3				2		
Partial_differential_equation	Linear_algebra	3						3				1		
Project_management	Object-oriented_programming	3						3				3		
Programming_language	Dynamic_programming	3						3				3		
Robot	Computation	1						3				1		
MapReduce	SQL	3						3				3		
Cryptography	Number_theory	3						1				1		
Unsupervised_learning	Artificial_intelligence	1						3				2		
Natural_language	Sequence_alignment	3						3				3		
JavaScript	Programming_language	1						1				2		
Approximation_algorithm	Algorithm	1						1				2		
Malware	Vulnerability_(computing)	1						3				2		
Object-oriented_programming	Variable_(computer_science)	1						3				1		
